source_id,source_name,source_kind,source_x,source_y,target_id,target_name,target_kind,target_x,target_y,cityEdges,npcCityEdges,source_observed_screen
204030,월지성,성지,37,646,205010,부시,성지,44,789,1,1,0
205010,부시,성지,44,789,205030,풍림,성지,53,876,1,1,0
205020,의천,성지,83,948,205030,풍림,성지,53,876,1,1,0
205020,의천,성지,83,948,705030,구원,성지,158,854,0,1,0
301010,하비,성지,1136,1454,301020,량성현,성지,1019,1461,1,1,0
301010,하비,성지,1136,1454,303010,팽성,성지,1115,1339,1,1,0
301020,량성현,성지,1019,1461,303020,부양,성지,1006,1366,1,1,0
301020,량성현,성지,1019,1461,304030,리성,성지,901,1464,1,1,0
301030,해서,성지,1247,1449,302010,남둔,성지,1212,1322,1,1,0
301030,해서,성지,1247,1449,303010,팽성,성지,1115,1339,1,1,0
302010,남둔,성지,1212,1322,302030,고유,성지,1299,1383,1,1,0
302020,광릉,성지,1365,1467,302030,고유,성지,1299,1383,1,1,0
302020,광릉,성지,1365,1467,602020,무진,성지,1466,1434,0,1,0
303010,팽성,성지,1115,1339,303020,부양,성지,1006,1366,1,1,0
303020,부양,성지,1006,1366,303030,승현,성지,910,1345,1,1,0
303030,승현,성지,910,1345,304010,난릉,성지,820,1365,1,1,0
304010,난릉,성지,820,1365,304020,임기,성지,723,1378,1,1,0
304020,임기,성지,723,1378,706030,비현,성지,760,1283,0,1,0
304030,리성,성지,901,1464,305010,임치,성지,791,1466,1,1,0
305010,임치,성지,791,1466,305030,고원,성지,669,1459,1,1,0
305020,동평릉,성지,586,1438,305030,고원,성지,669,1459,1,1,0
305020,동평릉,성지,586,1438,706020,비성,성지,661,1311,0,1,0
401010,강릉,성지,1453,45,401020,기남,성지,1355,48,1,1,0
401010,강릉,성지,1453,45,401030,화용,성지,1448,139,1,1,0
401020,기남,성지,1355,48,404030,맥성,성지,1281,142,1,1,1
401030,화용,성지,1448,139,405030,형성,성지,1349,207,1,1,0
402010,서릉,성지,1247,37,402030,협구,성지,1106,26,1,1,0
402010,서릉,성지,1247,37,404010,당양,성지,1179,133,1,1,1
402010,서릉,성지,1247,37,404030,맥성,성지,1281,142,1,1,1
402020,신릉,성지,991,33,402030,협구,성지,1106,26,1,1,0
402020,신릉,성지,991,33,505030,영안,성지,897,74,0,1,0
403010,경릉,성지,1456,228,403030,오림,성지,1454,348,1,1,0
403010,경릉,성지,1456,228,405010,운두,성지,1358,326,1,1,0
403010,경릉,성지,1456,228,405030,형성,성지,1349,207,1,1,0
403020,양신,성지,1465,445,403030,오림,성지,1454,348,1,1,0
403020,양신,성지,1465,445,605020,팽택,성지,1454,560,0,1,0
404010,당양,성지,1179,133,404020,장판,성지,1079,126,1,1,1
404020,장판,성지,1079,126,803020,창위,성지,979,151,0,1,0
404030,맥성,성지,1281,142,405030,형성,성지,1349,207,1,1,1
405010,운두,성지,1358,326,405020,적벽,성지,1378,441,1,1,0
405020,적벽,성지,1378,441,804030,심양,성지,1360,551,0,1,0
501010,성도,성지,386,39,501030,광한,성지,511,43,1,1,0
501010,성도,성지,386,39,503010,남정,성지,351,171,1,1,0
501020,재동,성지,266,38,502010,검각,성지,259,157,1,1,0
501020,재동,성지,266,38,503010,남정,성지,351,171,1,1,0
501030,광한,성지,511,43,503020,성고,성지,433,146,1,1,0
501030,광한,성지,511,43,504030,랑중,성지,614,35,1,1,0
502010,검각,성지,259,157,502030,광무,성지,183,108,1,1,0
502020,음평,성지,162,33,502030,광무,성지,183,108,1,1,0
503010,남정,성지,351,171,503020,성고,성지,433,146,1,1,0
503020,성고,성지,433,146,503030,적판,성지,515,143,1,1,0
503030,적판,성지,515,143,504010,안양,성지,604,128,1,1,0
504010,안양,성지,604,128,504020,서성,성지,703,135,1,1,0
504020,서성,성지,703,135,805020,건시,성지,798,168,0,1,0
504030,랑중,성지,614,35,505010,선한,성지,717,43,1,1,0
505010,선한,성지,717,43,505020,한풍,성지,816,63,1,1,0
505020,한풍,성지,816,63,505030,영안,성지,897,74,1,1,0
505030,영안,성지,897,74,805030,무릉,성지,889,173,0,1,0
601010,오현,성지,1461,1117,601020,오정,성지,1460,1002,1,1,0
601010,오현,성지,1461,1117,603010,건업,성지,1370,1210,1,1,0
601020,오정,성지,1460,1002,603020,단양,성지,1343,1126,1,1,0
601020,오정,성지,1460,1002,604030,안오,성지,1467,864,1,1,0
601030,양선,성지,1461,1235,602010,구용,성지,1351,1309,1,1,0
601030,양선,성지,1461,1235,603010,건업,성지,1370,1210,1,1,0
602010,구용,성지,1351,1309,602030,운양,성지,1452,1337,1,1,0
602020,무진,성지,1466,1434,602030,운양,성지,1452,1337,1,1,0
603010,건업,성지,1370,1210,603020,단양,성지,1343,1126,1,1,0
603020,단양,성지,1343,1126,603030,우호,성지,1336,1043,1,1,0
603030,우호,성지,1336,1043,604010,우후,성지,1342,950,1,1,0
604010,우후,성지,1342,950,604020,경현,성지,1396,883,1,1,0
604020,경현,성지,1396,883,806030,환현,성지,1359,754,0,1,0
604030,안오,성지,1467,864,605010,포양,성지,1456,755,1,1,0
605010,포양,성지,1456,755,605030,광창,성지,1458,651,1,1,0
605020,팽택,성지,1454,560,605030,광창,성지,1458,651,1,1,0
605020,팽택,성지,1454,560,806020,송자현,성지,1366,652,0,1,0
701010,업성,성지,340,1157,701020,거록,성지,221,1215,1,1,0
701010,업성,성지,340,1157,701030,신두,성지,317,1270,1,1,0
701010,업성,성지,340,1157,701040,무안,성지,328,1052,1,1,0
701010,업성,성지,340,1157,701050,돈구,성지,439,1175,1,1,0
701010,업성,성지,340,1157,702010,탕음,성지,453,1046,1,1,0
701020,거록,성지,221,1215,701030,신두,성지,317,1270,1,1,0
701020,거록,성지,221,1215,701040,무안,성지,328,1052,1,1,0
701020,거록,성지,221,1215,702010,탕음,성지,453,1046,1,1,0
701020,거록,성지,221,1215,703010,첨현,성지,249,928,1,1,0
701020,거록,성지,221,1215,703030,조국,성지,228,1055,1,1,0
701020,거록,성지,221,1215,705010,진양,성지,262,828,1,1,0
701020,거록,성지,221,1215,709030,곡원,성지,356,853,1,1,0
701020,거록,성지,221,1215,711030,섭현,성지,334,951,1,1,0
701030,신두,성지,317,1270,701050,돈구,성지,439,1175,1,1,0
701030,신두,성지,317,1270,702010,탕음,성지,453,1046,1,1,0
701030,신두,성지,317,1270,704010,청하,성지,559,1257,1,1,0
701030,신두,성지,317,1270,704020,광천,성지,456,1285,1,1,0
701030,신두,성지,317,1270,706010,수장,성지,667,1223,1,1,0
701030,신두,성지,317,1270,710030,범현,성지,620,1147,1,1,0
701030,신두,성지,317,1270,712030,관도,성지,524,1181,1,1,0
701040,무안,성지,328,1052,702010,탕음,성지,453,1046,1,1,0
701040,무안,성지,328,1052,703010,첨현,성지,249,928,1,1,0
701040,무안,성지,328,1052,703030,조국,성지,228,1055,1,1,0
701040,무안,성지,328,1052,705010,진양,성지,262,828,1,1,0
701040,무안,성지,328,1052,709030,곡원,성지,356,853,1,1,0
701040,무안,성지,328,1052,711030,섭현,성지,334,951,1,1,0
701050,돈구,성지,439,1175,702010,탕음,성지,453,1046,1,1,0
701050,돈구,성지,439,1175,704010,청하,성지,559,1257,1,1,0
701050,돈구,성지,439,1175,704020,광천,성지,456,1285,1,1,0
701050,돈구,성지,439,1175,706010,수장,성지,667,1223,1,1,0
701050,돈구,성지,439,1175,710030,범현,성지,620,1147,1,1,0
701050,돈구,성지,439,1175,712030,관도,성지,524,1181,1,1,0
702010,탕음,성지,453,1046,702020,호관,성지,437,953,1,1,0
702010,탕음,성지,453,1046,702030,조가,성지,533,1061,1,1,0
702020,호관,성지,437,953,709030,곡원,성지,356,853,1,1,0
702020,호관,성지,437,953,711020,둔류,성지,453,856,1,1,0
702020,호관,성지,437,953,711030,섭현,성지,334,951,1,1,0
702030,조가,성지,533,1061,710030,범현,성지,620,1147,1,1,0
702030,조가,성지,533,1061,712020,백마,성지,613,1058,1,1,0
702030,조가,성지,533,1061,712030,관도,성지,524,1181,1,1,0
703010,첨현,성지,249,928,703020,악평,성지,175,968,1,1,0
703010,첨현,성지,249,928,703030,조국,성지,228,1055,1,1,0
703010,첨현,성지,249,928,705010,진양,성지,262,828,1,1,0
703010,첨현,성지,249,928,709030,곡원,성지,356,853,1,1,0
703010,첨현,성지,249,928,711030,섭현,성지,334,951,1,1,0
703030,조국,성지,228,1055,705010,진양,성지,262,828,1,1,0
703030,조국,성지,228,1055,709030,곡원,성지,356,853,1,1,0
703030,조국,성지,228,1055,711030,섭현,성지,334,951,1,1,0
704010,청하,성지,559,1257,704020,광천,성지,456,1285,1,1,0
704010,청하,성지,559,1257,704030,평원,성지,564,1344,1,1,0
704010,청하,성지,559,1257,706010,수장,성지,667,1223,1,1,0
704010,청하,성지,559,1257,710030,범현,성지,620,1147,1,1,0
704010,청하,성지,559,1257,712030,관도,성지,524,1181,1,1,0
704020,광천,성지,456,1285,706010,수장,성지,667,1223,1,1,0
704020,광천,성지,456,1285,710030,범현,성지,620,1147,1,1,0
704020,광천,성지,456,1285,712030,관도,성지,524,1181,1,1,0
705010,진양,성지,262,828,705020,평도,성지,169,765,1,1,0
705010,진양,성지,262,828,705030,구원,성지,158,854,1,1,0
705010,진양,성지,262,828,707030,포자,성지,251,734,1,1,0
705010,진양,성지,262,828,709030,곡원,성지,356,853,1,1,0
705010,진양,성지,262,828,711030,섭현,성지,334,951,1,1,0
706010,수장,성지,667,1223,706020,비성,성지,661,1311,1,1,0
706010,수장,성지,667,1223,706030,비현,성지,760,1283,1,1,0
706010,수장,성지,667,1223,708030,노현,성지,768,1195,1,1,0
706010,수장,성지,667,1223,710030,범현,성지,620,1147,1,1,0
706010,수장,성지,667,1223,712030,관도,성지,524,1181,1,1,0
707010,양릉,성지,306,651,707020,북굴,성지,211,659,1,1,0
707010,양릉,성지,306,651,1002040,속읍,성지,227,563,0,1,0
707020,북굴,성지,211,659,707030,포자,성지,251,734,1,1,0
707030,포자,성지,251,734,709020,임분,성지,349,754,1,1,0
707030,포자,성지,251,734,709030,곡원,성지,356,853,1,1,0
708010,임성,성지,848,1182,708020,추현,성지,845,1268,1,1,0
708010,임성,성지,848,1182,1103030,공구,성지,951,1245,0,1,0
708020,추현,성지,845,1268,708030,노현,성지,768,1195,1,1,0
708030,노현,성지,768,1195,710020,거야,성지,710,1132,1,1,0
708030,노현,성지,768,1195,710030,범현,성지,620,1147,1,1,0
709010,해현,성지,415,669,709020,임분,성지,349,754,1,1,0
709010,해현,성지,415,669,1003030,합양,성지,472,624,0,1,0
709020,임분,성지,349,754,709030,곡원,성지,356,853,1,1,0
709030,곡원,성지,356,853,711020,둔류,성지,453,856,1,1,0
709030,곡원,성지,356,853,711030,섭현,성지,334,951,1,1,0
710010,정도,성지,795,1067,710020,거야,성지,710,1132,1,1,0
710010,정도,성지,795,1067,1102040,몽현,성지,883,1039,0,1,0
710020,거야,성지,710,1132,710030,범현,성지,620,1147,1,1,0
710030,범현,성지,620,1147,712020,백마,성지,613,1058,1,1,0
710030,범현,성지,620,1147,712030,관도,성지,524,1181,1,1,0
711010,고도,성지,448,756,711020,둔류,성지,453,856,1,1,0
711010,고도,성지,448,756,902040,야왕,성지,549,831,0,1,0
711020,둔류,성지,453,856,711030,섭현,성지,334,951,1,1,0
712010,복양,성지,714,1050,712020,백마,성지,613,1058,1,1,0
712010,복양,성지,714,1050,903030,권현,성지,678,960,0,1,0
712020,백마,성지,613,1058,712030,관도,성지,524,1181,1,1,0
801010,양양,성지,1162,344,801020,융중,성지,1046,309,1,1,1
801010,양양,성지,1162,344,801030,번성,성지,1183,459,1,1,1
801010,양양,성지,1162,344,801040,조중,성지,1204,247,1,1,1
801010,양양,성지,1162,344,801050,의성,성지,1267,330,1,1,1
801010,양양,성지,1162,344,802010,신야,성지,1068,434,1,1,1
801020,융중,성지,1046,309,801040,조중,성지,1204,247,1,1,0
801020,융중,성지,1046,309,802010,신야,성지,1068,434,1,1,0
801020,융중,성지,1046,309,803010,방릉,성지,947,261,1,1,0
801020,융중,성지,1046,309,803030,임저,성지,1047,218,1,1,0
801020,융중,성지,1046,309,805010,상용,성지,829,253,1,1,0
801020,융중,성지,1046,309,809030,음현,성지,825,349,1,1,0
801020,융중,성지,1046,309,811030,챔피언,성지,909,348,1,1,0
801030,번성,성지,1183,459,801050,의성,성지,1267,330,1,1,0
801030,번성,성지,1183,459,802010,신야,성지,1068,434,1,1,0
801030,번성,성지,1183,459,804010,익양현,성지,1254,573,1,1,0
801030,번성,성지,1183,459,804020,안육,성지,1284,470,1,1,0
801030,번성,성지,1183,459,806010,안풍,성지,1259,668,1,1,0
801030,번성,성지,1183,459,810030,안성,성지,1153,690,1,1,0
801030,번성,성지,1183,459,812030,비양,성지,1157,592,1,1,0
801040,조중,성지,1204,247,801050,의성,성지,1267,330,1,1,0
801040,조중,성지,1204,247,802010,신야,성지,1068,434,1,1,0
801040,조중,성지,1204,247,803010,방릉,성지,947,261,1,1,0
801040,조중,성지,1204,247,803030,임저,성지,1047,218,1,1,0
801040,조중,성지,1204,247,805010,상용,성지,829,253,1,1,0
801040,조중,성지,1204,247,809030,음현,성지,825,349,1,1,0
801040,조중,성지,1204,247,811030,챔피언,성지,909,348,1,1,0
801050,의성,성지,1267,330,802010,신야,성지,1068,434,1,1,0
801050,의성,성지,1267,330,804010,익양현,성지,1254,573,1,1,0
801050,의성,성지,1267,330,804020,안육,성지,1284,470,1,1,0
801050,의성,성지,1267,330,806010,안풍,성지,1259,668,1,1,0
801050,의성,성지,1267,330,810030,안성,성지,1153,690,1,1,0
801050,의성,성지,1267,330,812030,비양,성지,1157,592,1,1,0
802010,신야,성지,1068,434,802020,박망,성지,981,409,1,1,0
802010,신야,성지,1068,434,802030,완현,성지,1090,526,1,1,0
802020,박망,성지,981,409,809030,음현,성지,825,349,1,1,0
802020,박망,성지,981,409,811020,력현,성지,883,430,1,1,0
802020,박망,성지,981,409,811030,챔피언,성지,909,348,1,1,0
802030,완현,성지,1090,526,810030,안성,성지,1153,690,1,1,0
802030,완현,성지,1090,526,812020,엽현,성지,1061,626,1,1,0
802030,완현,성지,1090,526,812030,비양,성지,1157,592,1,1,0
803010,방릉,성지,947,261,803020,창위,성지,979,151,1,1,0
803010,방릉,성지,947,261,803030,임저,성지,1047,218,1,1,0
803010,방릉,성지,947,261,805010,상용,성지,829,253,1,1,0
803010,방릉,성지,947,261,809030,음현,성지,825,349,1,1,0
803010,방릉,성지,947,261,811030,챔피언,성지,909,348,1,1,0
803030,임저,성지,1047,218,805010,상용,성지,829,253,1,1,0
803030,임저,성지,1047,218,809030,음현,성지,825,349,1,1,0
803030,임저,성지,1047,218,811030,챔피언,성지,909,348,1,1,0
804010,익양현,성지,1254,573,804020,안육,성지,1284,470,1,1,0
804010,익양현,성지,1254,573,804030,심양,성지,1360,551,1,1,0
804010,익양현,성지,1254,573,806010,안풍,성지,1259,668,1,1,0
804010,익양현,성지,1254,573,810030,안성,성지,1153,690,1,1,0
804010,익양현,성지,1254,573,812030,비양,성지,1157,592,1,1,0
804020,안육,성지,1284,470,806010,안풍,성지,1259,668,1,1,0
804020,안육,성지,1284,470,810030,안성,성지,1153,690,1,1,0
804020,안육,성지,1284,470,812030,비양,성지,1157,592,1,1,0
805010,상용,성지,829,253,805020,건시,성지,798,168,1,1,0
805010,상용,성지,829,253,805030,무릉,성지,889,173,1,1,0
805010,상용,성지,829,253,807030,양현,성지,719,231,1,1,0
805010,상용,성지,829,253,809030,음현,성지,825,349,1,1,0
805010,상용,성지,829,253,811030,챔피언,성지,909,348,1,1,0
806010,안풍,성지,1259,668,806020,송자현,성지,1366,652,1,1,0
806010,안풍,성지,1259,668,806030,환현,성지,1359,754,1,1,0
806010,안풍,성지,1259,668,808030,용서,성지,1269,766,1,1,1
806010,안풍,성지,1259,668,810030,안성,성지,1153,690,1,1,0
806010,안풍,성지,1259,668,812030,비양,성지,1157,592,1,1,0
807010,평지,성지,648,325,807020,진안,성지,611,226,1,1,0
807010,평지,성지,648,325,1004040,로수성,성지,549,289,0,1,0
807020,진안,성지,611,226,807030,양현,성지,719,231,1,1,0
807030,양현,성지,719,231,809020,남향,성지,749,327,1,1,0
807030,양현,성지,719,231,809030,음현,성지,825,349,1,1,0
808010,육안,성지,1186,867,808020,칠문언,성지,1292,857,1,1,0
808010,육안,성지,1186,867,1105030,수현,성지,1226,952,0,1,0
808020,칠문언,성지,1292,857,808030,용서,성지,1269,766,1,1,1
808030,용서,성지,1269,766,810020,부파,성지,1177,783,1,1,1
808030,용서,성지,1269,766,810030,안성,성지,1153,690,1,1,1
809010,단수,성지,713,414,809020,남향,성지,749,327,1,1,0
809010,단수,성지,713,414,1005030,상현,성지,620,455,0,1,0
809020,남향,성지,749,327,809030,음현,성지,825,349,1,1,0
809030,음현,성지,825,349,811020,력현,성지,883,430,1,1,0
809030,음현,성지,825,349,811030,챔피언,성지,909,348,1,1,0
810010,여음,성지,1093,812,810020,부파,성지,1177,783,1,1,1
810010,여음,성지,1093,812,1104040,진현,성지,1042,903,0,1,1
810020,부파,성지,1177,783,810030,안성,성지,1153,690,1,1,0
810030,안성,성지,1153,690,812020,엽현,성지,1061,626,1,1,0
810030,안성,성지,1153,690,812030,비양,성지,1157,592,1,1,0
811010,순양,성지,791,443,811020,력현,성지,883,430,1,1,0
811010,순양,성지,791,443,904040,노씨,성지,850,524,0,1,0
811020,력현,성지,883,430,811030,챔피언,성지,909,348,1,1,0
812010,남둔,성지,1058,732,812020,엽현,성지,1061,626,1,1,0
812010,남둔,성지,1058,732,905030,양성,성지,976,650,0,1,0
812020,엽현,성지,1061,626,812030,비양,성지,1157,592,1,1,0
901010,낙양,성지,774,736,908010,홍농,성지,683,663,1,1,0
901010,낙양,성지,774,736,909010,신정,성지,848,825,1,1,0
902010,안읍,성지,649,800,902020,문시,성지,563,733,1,1,0
902010,안읍,성지,649,800,902040,야왕,성지,549,831,1,1,0
902010,안읍,성지,649,800,903010,형양,성지,706,854,1,1,0
902010,안읍,성지,649,800,906010,회현,성지,565,937,1,1,0
902010,안읍,성지,649,800,908010,홍농,성지,683,663,1,1,0
902020,문시,성지,563,733,902040,야왕,성지,549,831,1,1,0
902020,문시,성지,563,733,1003020,임진,성지,571,627,0,1,0
902040,야왕,성지,549,831,906010,회현,성지,565,937,1,1,0
903010,형양,성지,706,854,903020,원무,성지,775,929,1,1,0
903010,형양,성지,706,854,903030,권현,성지,678,960,1,1,0
903010,형양,성지,706,854,906010,회현,성지,565,937,1,1,0
903010,형양,성지,706,854,909010,신정,성지,848,825,1,1,0
903020,원무,성지,775,929,903030,권현,성지,678,960,1,1,0
903020,원무,성지,775,929,1102020,오소,성지,878,932,0,1,0
903030,권현,성지,678,960,906010,회현,성지,565,937,1,1,0
904010,의양,성지,825,617,904020,호현,성지,738,555,1,1,0
904010,의양,성지,825,617,904040,노씨,성지,850,524,1,1,0
904010,의양,성지,825,617,905010,장사,성지,887,677,1,1,0
904010,의양,성지,825,617,907010,육혼,성지,956,541,1,1,0
904010,의양,성지,825,617,908010,홍농,성지,683,663,1,1,0
904020,호현,성지,738,555,904040,노씨,성지,850,524,1,1,0
904020,호현,성지,738,555,1005020,정현,성지,633,554,0,1,0
904040,노씨,성지,850,524,907010,육혼,성지,956,541,1,1,0
905010,장사,성지,887,677,905020,허창,성지,959,762,1,1,0
905010,장사,성지,887,677,905030,양성,성지,976,650,1,1,0
905010,장사,성지,887,677,907010,육혼,성지,956,541,1,1,0
905010,장사,성지,887,677,909010,신정,성지,848,825,1,1,0
905020,허창,성지,959,762,905030,양성,성지,976,650,1,1,0
905020,허창,성지,959,762,1104020,진류,성지,956,859,0,1,0
905030,양성,성지,976,650,907010,육혼,성지,956,541,1,1,0
1001010,장안,성지,374,377,1008010,진창,성지,307,295,1,1,0
1001010,장안,성지,374,377,1009010,신풍,성지,442,457,1,1,0
1002010,니양,성지,296,429,1002020,음밀,성지,269,504,1,1,0
1002010,니양,성지,296,429,1002040,속읍,성지,227,563,1,1,0
1002010,니양,성지,296,429,1003010,하규,성지,494,543,1,1,0
1002010,니양,성지,296,429,1006010,빈양,성지,369,566,1,1,0
1002010,니양,성지,296,429,1008010,진창,성지,307,295,1,1,0
1002020,음밀,성지,269,504,1002040,속읍,성지,227,563,1,1,0
1002040,속읍,성지,227,563,1006010,빈양,성지,369,566,1,1,0
1003010,하규,성지,494,543,1003020,임진,성지,571,627,1,1,0
1003010,하규,성지,494,543,1003030,합양,성지,472,624,1,1,0
1003010,하규,성지,494,543,1006010,빈양,성지,369,566,1,1,0
1003010,하규,성지,494,543,1009010,신풍,성지,442,457,1,1,0
1003020,임진,성지,571,627,1003030,합양,성지,472,624,1,1,0
1003030,합양,성지,472,624,1006010,빈양,성지,369,566,1,1,0
1004010,괴리,성지,413,292,1004020,무공,성지,475,260,1,1,0
