category,id,name,before_x,before_y,after_x,after_y,dx,dy,raw_at_marker,grade,evidence
docks,9090,부두,623,901,623,902,0,1,10,확인,raw10 중심형태(11칸; 원래 좌표와의 거리 1.0)
docks,9100,부두,893,576,892,574,-1,-2,10,확인,raw10 중심형태(9칸; 원래 좌표와의 거리 2.2)
docks,10010,부두,267,371,272,371,5,0,10,확인,raw10 중심형태(5칸; 원래 좌표와의 거리 5.0)
docks,10040,부두,511,443,511,442,0,-1,10,확인,raw10 중심형태(5칸; 원래 좌표와의 거리 1.5)
docks,11010,부두,997,1091,999,1086,2,-5,10,확인,raw10 중심형태(7칸; 원래 좌표와의 거리 5.9)
docks,11040,부두,1248,1170,1248,1170,0,0,10,확인,raw10 중심형태(5칸; 원래 좌표와의 거리 0.0)
docks,11050,부두,1066,952,1066,950,0,-2,10,확인,raw10 중심형태(7칸; 원래 좌표와의 거리 1.5)
docks,11060,부두,1084,933,1084,933,0,0,10,확인,raw10 중심형태(11칸; 원래 좌표와의 거리 0.5)
bridges,bridge_001,선교,360,243,360,243,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_002,선교,807,295,807,295,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_003,선교,954,307,954,307,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_004,선교,1191,412,1191,412,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_005,선교,1169,416,1169,416,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_006,선교,1272,416,1272,416,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_007,선교,1231,418,1231,418,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_008,선교,425,518,425,518,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_009,선교,754,620,754,620,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_010,선교,1067,678,1067,678,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_011,선교,1204,705,1204,705,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_012,선교,775,813,775,813,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_013,선교,774,841,774,841,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_014,선교,1065,1010,1065,1010,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_015,선교,272,1055,272,1055,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_016,선교,260,1121,260,1121,0,0,24,확인,raw24 중심 타일 대조
bridges,bridge_017,선교,1178,1263,1178,1263,0,0,24,확인,raw24 중심 타일 대조
chokepoints,chokepoint_001,요충지,430,233,430,233,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_002,요충지,872,286,872,286,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_003,요충지,461,289,461,289,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_004,요충지,901,292,901,292,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_005,요충지,860,316,860,316,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_006,요충지,891,319,891,319,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_007,요충지,479,354,479,354,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_008,요충지,522,417,522,417,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_009,요충지,241,454,241,454,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_010,요충지,264,471,264,471,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_011,요충지,358,511,358,511,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_012,요충지,609,525,609,525,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_013,요충지,407,530,407,530,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_014,요충지,587,564,587,564,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_015,요충지,904,566,904,566,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_016,요충지,767,579,767,579,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_017,요충지,570,583,570,583,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_018,요충지,934,599,934,599,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_019,요충지,537,602,537,602,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_020,요충지,749,606,749,606,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_021,요충지,1211,610,1211,610,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_022,요충지,1187,616,1187,616,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_023,요충지,1214,637,1214,637,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_024,요충지,1182,648,1182,648,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_025,요충지,927,733,927,733,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_026,요충지,621,736,621,736,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_027,요충지,905,750,905,750,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_028,요충지,601,758,601,758,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_029,요충지,289,869,289,869,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_030,요충지,782,869,782,869,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_031,요충지,590,879,590,879,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_032,요충지,310,880,310,880,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_033,요충지,276,891,276,891,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_034,요충지,755,891,755,891,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_035,요충지,307,902,307,902,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_036,요충지,971,909,971,909,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_037,요충지,948,913,948,913,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_038,요충지,620,917,620,917,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_039,요충지,920,943,920,943,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_040,요충지,901,973,901,973,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_041,요충지,1085,997,1085,997,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_042,요충지,1155,1031,1155,1031,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_043,요충지,1244,1066,1244,1066,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_044,요충지,1261,1078,1261,1078,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_045,요충지,989,1116,989,1116,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_046,요충지,1018,1183,1018,1183,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_047,요충지,602,1187,602,1187,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_048,요충지,564,1195,564,1195,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_049,요충지,614,1209,614,1209,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_050,요충지,585,1219,585,1219,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_051,요충지,1053,1253,1053,1253,0,0,26,확인,raw26 중심 타일 대조
chokepoints,chokepoint_052,요충지,1070,1284,1070,1284,0,0,26,확인,raw26 중심 타일 대조
mountainPaths,mountain_path_001,산길,1115,233,1115,233,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_002,산길,1047,264,1047,264,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_003,산길,1110,265,1110,265,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_004,산길,610,278,610,278,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_005,산길,365,308,365,308,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_006,산길,1098,317,1098,317,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_007,산길,1092,336,1092,336,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_008,산길,727,372,727,372,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_009,산길,837,443,837,443,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_010,산길,377,458,377,458,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_011,산길,1235,468,1235,468,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_012,산길,1009,497,1009,497,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_013,산길,1206,545,1206,545,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_014,산길,258,646,258,646,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_015,산길,753,667,753,667,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_016,산길,375,710,375,710,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_017,산길,1138,805,1138,805,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_018,산길,446,817,446,817,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_019,산길,314,827,314,827,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_020,산길,1234,896,1234,896,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_021,산길,511,990,511,990,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_022,산길,281,992,281,992,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_023,산길,667,1053,667,1053,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_024,산길,1115,1076,1115,1076,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_025,산길,752,1092,752,1092,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_026,산길,337,1096,337,1096,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_027,산길,323,1102,323,1102,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_028,산길,224,1135,224,1135,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_029,산길,395,1157,395,1157,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_030,산길,391,1173,391,1173,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_031,산길,657,1185,657,1185,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_032,산길,1137,1205,1137,1205,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_033,산길,385,1227,385,1227,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_034,산길,882,1236,882,1236,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_035,산길,422,1237,422,1237,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_036,산길,506,1245,506,1245,0,0,28,확인,raw28 중심 타일 대조
mountainPaths,mountain_path_037,산길,394,1280,394,1280,0,0,28,확인,raw28 중심 타일 대조
fortresses,40000030,성채,1316,574,1316,574,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000040,성채,1322,574,1322,574,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000050,성채,1323,585,1323,585,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000070,성채,1303,582,1303,582,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000080,성채,1301,587,1301,587,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000090,성채,1305,637,1305,637,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000100,성채,1307,642,1307,642,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000120,성채,1326,649,1326,649,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000140,성채,1325,662,1325,662,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000150,성채,1312,659,1312,659,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000160,성채,1313,666,1313,666,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000170,성채,1308,707,1308,707,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000180,성채,1314,709,1314,709,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000190,성채,1311,691,1311,691,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000210,성채,1328,703,1328,703,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000220,성채,1334,705,1334,705,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000230,성채,1326,717,1326,717,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000260,성채,1292,518,1292,518,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000280,성채,1279,533,1279,533,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000310,성채,1267,525,1267,525,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000320,성채,1261,525,1261,525,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000350,성채,1198,546,1198,546,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000370,성채,1217,606,1217,606,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000390,성채,1209,617,1209,617,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000400,성채,1203,620,1203,620,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000410,성채,1235,734,1235,734,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000420,성채,1236,728,1236,728,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000430,성채,1240,716,1240,716,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000450,성채,1214,734,1214,734,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000470,성채,1218,717,1218,717,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000480,성채,1220,712,1220,712,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000490,성채,1217,703,1217,703,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000510,성채,1195,706,1195,706,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000520,성채,1189,705,1189,705,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000530,성채,1201,630,1201,630,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000550,성채,1219,635,1219,635,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000580,성채,1291,800,1291,800,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000590,성채,1285,817,1285,817,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000620,성채,1311,788,1311,788,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000630,성채,1309,802,1309,802,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000650,성채,1226,844,1226,844,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000660,성채,1231,848,1231,848,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000670,성채,1243,855,1243,855,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000680,성채,1248,858,1248,858,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000690,성채,1222,890,1222,890,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000700,성채,1227,894,1227,894,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000710,성채,1240,893,1240,893,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000720,성채,1246,894,1246,894,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000730,성채,1176,720,1176,720,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000750,성채,1177,743,1177,743,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000760,성채,1177,749,1177,749,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000770,성채,1159,748,1159,748,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000800,성채,1143,726,1143,726,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000810,성채,1192,638,1192,638,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000830,성채,1175,646,1175,646,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000840,성채,1169,648,1169,648,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000870,성채,1147,797,1147,797,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000910,성채,1139,827,1139,827,0,0,11,확인,raw11 중심 타일 대조
fortresses,40000950,성채,1143,823,1143,823,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001030,성채,1240,465,1240,465,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001070,성채,1271,423,1271,423,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001080,성채,1273,428,1273,428,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001090,성채,1182,539,1182,539,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001110,성채,1185,521,1185,521,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001120,성채,1188,516,1188,516,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001130,성채,1172,510,1172,510,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001140,성채,1175,517,1175,517,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001150,성채,1174,530,1174,530,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001160,성채,1170,534,1170,534,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001170,성채,1128,456,1128,456,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001180,성채,1124,452,1124,452,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001190,성채,1118,440,1118,440,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001220,성채,1128,417,1128,417,0,0,11,확인,raw11 중심 타일 대조
